epoch,loss,running_cost,terminal_cost,cHJB,cHJBfin,cadj,cadjfin,time_per_epoch,grad_norm,lr,max_fp_itrs,max_fp_res_norm,memory_MB,max_memory_MB,gpu_memory_MB,gpu_max_memory_MB,work_units,max_grad_H,avg_grad_H,smallest_M_sdval,largest_M_sdval,smallest_lambda_min,largest_lambda_max,max_grad_T_u,avg_grad_T_u,sd_grad_T_u,angle,lin_residual,exploration_std
88,10.696587949991226,0.17567315697669983,2.1041829586029053,0.0,0.0,0.0,0.0,2.126723051071167,0.015430995990811974,0.001,26,8.440017700195312e-05,61.5625,61.5625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0012257273553404958,0.20856043996661022
89,10.695132449269295,0.17683668434619904,2.103659152984619,0.0,0.0,0.0,0.0,2.0332908630371094,0.015184250417505164,0.001,26,9.1552734375e-05,82.609375,82.609375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.00125802437774837,0.20647483556694413
90,10.693759113550186,0.17823734879493713,2.10310435295105,0.0,0.0,0.0,0.0,2.038182258605957,0.014964468713846707,0.001,26,9.036064147949219e-05,59.09375,59.09375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0012074049061629921,0.20441008721127468
91,10.69241701066494,0.17963586747646332,2.1025562286376953,0.0,0.0,0.0,0.0,1.948289155960083,0.014763979463538184,0.001,26,9.417533874511719e-05,80.375,80.375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0012577076256275177,0.20236598633916195
92,10.691136956214905,0.1809450387954712,2.1020383834838867,0.0,0.0,0.0,0.0,1.8890488147735596,0.014560344344038623,0.001,26,9.655952453613281e-05,77.75,77.75,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.00116553817759268,0.20034232647577033
93,10.689946562051773,0.18234625458717346,2.10152006149292,0.0,0.0,0.0,0.0,1.8945741653442383,0.014383799443246048,0.001,26,9.417533874511719e-05,77.78125,77.78125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.001154036974767223,0.19833890321101263
94,10.688770651817322,0.18354856967926025,2.1010444164276123,0.0,0.0,0.0,0.0,2.1169228553771973,0.014230085744253142,0.001,26,9.417533874511719e-05,58.984375,58.984375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0011559900257270784,0.1963555141789025
95,10.687656059861183,0.18458808958530426,2.100613594055176,0.0,0.0,0.0,0.0,1.9221148490905762,0.014062968426971374,0.001,26,9.512901306152344e-05,58.8125,58.8125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0011156221281271427,0.19439195903711348
96,10.686644300818443,0.18568871915340424,2.100191116333008,0.0,0.0,0.0,0.0,2.470349073410034,0.013909715958092506,0.001,26,9.298324584960938e-05,61.953125,61.953125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0011606849450618028,0.19244803944674235
97,10.685660794377327,0.18661494553089142,2.099809169769287,0.0,0.0,0.0,0.0,1.851288080215454,0.013761164625619462,0.001,26,9.918212890625e-05,79.078125,79.078125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0011277944850735366,0.19052355905227492
98,10.684691369533539,0.18752902746200562,2.0994324684143066,0.0,0.0,0.0,0.0,1.8277580738067627,0.013622424082247652,0.001,27,6.222724914550781e-05,64.015625,64.015625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.001093463875586167,0.18861832346175217
99,10.683800354599953,0.18832840025424957,2.0990943908691406,0.0,0.0,0.0,0.0,1.9291279315948486,0.01347444145828636,0.001,27,6.794929504394531e-05,60.46875,60.46875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0011300107184797526,0.18673214022713464
100,10.682961359620094,0.18924297392368317,2.0987436771392822,0.0,0.0,0.0,0.0,1.8206720352172852,0.013353299110459755,0.001,27,7.200241088867188e-05,80.21875,80.21875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0011148056841921061,0.18486481882486328
101,10.682090803980827,0.18975047767162323,2.098468065261841,0.0,0.0,0.0,0.0,1.830549955368042,0.013182643015924912,0.001,27,7.939338684082031e-05,94.578125,94.578125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0010959632508456708,0.18301617063661463
102,10.681311756372452,0.1903184950351715,2.098198652267456,0.0,0.0,0.0,0.0,1.8241081237792969,0.013028018018793188,0.001,27,8.535385131835938e-05,85.671875,85.671875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0010422262654174118,0.18118600893024847
103,10.680556640028954,0.19066844880580902,2.097977638244629,0.0,0.0,0.0,0.0,1.7834808826446533,0.012834792009548462,0.001,27,9.703636169433594e-05,90.0,90.0,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0010412983223795891,0.179374148840946
104,10.679837733507156,0.19102361798286438,2.0977628231048584,0.0,0.0,0.0,0.0,1.7789640426635742,0.012655073647927364,0.001,28,6.699562072753906e-05,90.421875,90.421875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0010411311802454293,0.17758040735253652
105,10.679147571325302,0.19134196639060974,2.0975611209869385,0.0,0.0,0.0,0.0,1.7831511497497559,0.012466814970560217,0.001,28,7.510185241699219e-05,93.671875,93.671875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.001031158142723143,0.17580460327901115
106,10.678511336445808,0.19160695374011993,2.0973808765411377,0.0,0.0,0.0,0.0,1.8354980945587158,0.0122668623299987,0.001,28,8.344650268554688e-05,70.515625,70.515625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0010371512221172452,0.17404655724622103
107,10.677884489297867,0.1918443739414215,2.097208023071289,0.0,0.0,0.0,0.0,1.7987468242645264,0.012074401977888784,0.001,28,8.96453857421875e-05,87.59375,87.59375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0009744700347073377,0.17230609167375882
108,10.677268385887146,0.19201266765594482,2.0970511436462402,0.0,0.0,0.0,0.0,1.8132033348083496,0.011884571662436129,0.001,28,9.846687316894531e-05,65.9375,65.9375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0010381148487795145,0.17058303075702122
109,10.676686570048332,0.19219736754894257,2.096897840499878,0.0,0.0,0.0,0.0,1.7907419204711914,0.01168258523246115,0.001,29,6.890296936035156e-05,87.75,87.75,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0009524307982064783,0.168877200449451
110,10.676105052232742,0.19234779477119446,2.0967514514923096,0.0,0.0,0.0,0.0,1.840350866317749,0.011483663387913099,0.001,29,7.939338684082031e-05,91.890625,91.890625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0009779452881775797,0.1671884284449565
111,10.67554722726345,0.192511186003685,2.096607208251953,0.0,0.0,0.0,0.0,1.7754077911376953,0.01128124598161794,0.001,29,9.703636169433594e-05,87.0625,87.0625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0010207734932191669,0.16551654416050693
112,10.674982845783234,0.1928003430366516,2.0964365005493164,0.0,0.0,0.0,0.0,1.7991728782653809,0.011107035292780388,0.001,30,7.081031799316406e-05,73.21875,73.21875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0009373666008468717,0.16386137871890186
113,10.674428805708885,0.1929091066122055,2.096303939819336,0.0,0.0,0.0,0.0,1.8052101135253906,0.010903039943231312,0.001,30,8.58306884765625e-05,87.125,87.125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0009782061039004474,0.16222276493171284
114,10.673927277326584,0.19320985674858093,2.0961434841156006,0.0,0.0,0.0,0.0,1.801171064376831,0.010709735591536738,0.001,30,9.655952453613281e-05,72.03125,72.03125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0009077790298033506,0.1606005372823957
115,10.673423364758492,0.19347722828388214,2.095989227294922,0.0,0.0,0.0,0.0,1.7544960975646973,0.010513607073354391,0.001,31,7.367134094238281e-05,87.375,87.375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0009154485561884939,0.15899453190957175
116,10.67293182015419,0.1938094198703766,2.0958244800567627,0.0,0.0,0.0,0.0,1.8196661472320557,0.010302495108519672,0.001,31,8.082389831542969e-05,67.234375,67.234375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008613599592354149,0.15740458659047601
117,10.672458738088608,0.1943245828151703,2.0956268310546875,0.0,0.0,0.0,0.0,1.7818429470062256,0.01009918529605508,0.001,31,9.083747863769531e-05,84.265625,84.265625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0009036965563427656,0.15583054072457125
118,10.672010868787766,0.19487568736076355,2.0954270362854004,0.0,0.0,0.0,0.0,1.7637338638305664,0.009882120688101967,0.001,31,9.560585021972656e-05,82.765625,82.765625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008822674083057791,0.15427223531732553
119,10.671581998467445,0.19535042345523834,2.0952463150024414,0.0,0.0,0.0,0.0,1.8210928440093994,0.009663239216503791,0.001,32,6.937980651855469e-05,67.765625,67.765625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008402022090740501,0.15272951296415227
120,10.671136796474457,0.19587558507919312,2.0950522422790527,0.0,0.0,0.0,0.0,1.7865550518035889,0.009451786578671927,0.001,32,7.414817810058594e-05,88.90625,88.90625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008401840436272324,0.15120221783451074
121,10.670727252960205,0.19645190238952637,2.0948550701141357,0.0,0.0,0.0,0.0,1.7378458976745605,0.009226861869209528,0.001,32,8.130073547363281e-05,66.734375,66.734375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008430320117622614,0.14969019565616562
122,10.67031566798687,0.1970154494047165,2.0946600437164307,0.0,0.0,0.0,0.0,1.7367737293243408,0.009013278294183165,0.001,32,9.036064147949219e-05,80.171875,80.171875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008732303278520704,0.14819329369960396
123,10.669942617416382,0.19764375686645508,2.0944597721099854,0.0,0.0,0.0,0.0,1.7439749240875244,0.008789575786186027,0.001,32,9.918212890625e-05,90.53125,90.53125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008739238500129431,0.14671136076260793
124,10.669553190469742,0.19825568795204163,2.09425950050354,0.0,0.0,0.0,0.0,1.7401902675628662,0.008571982780183472,0.001,33,7.843971252441406e-05,84.6875,84.6875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008344623481389135,0.14524424715498185
125,10.669196531176567,0.19876806437969208,2.094085693359375,0.0,0.0,0.0,0.0,1.730149269104004,0.008346554312184147,0.001,33,8.749961853027344e-05,88.765625,88.765625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008570894133299589,0.14379180468343203
126,10.66883859038353,0.19930657744407654,2.0939064025878906,0.0,0.0,0.0,0.0,1.7418649196624756,0.008122049384068051,0.001,33,9.799003601074219e-05,123.6875,123.6875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008530924585647881,0.1423538866365977
127,10.668519973754883,0.19992494583129883,2.093719005584717,0.0,0.0,0.0,0.0,1.7478890419006348,0.007906543486092191,0.001,34,7.271766662597656e-05,130.46875,130.46875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008481903397478163,0.14093034777023172
128,10.668216943740845,0.20042657852172852,2.0935580730438232,0.0,0.0,0.0,0.0,2.4627392292022705,0.007689443213105849,0.001,34,7.772445678710938e-05,67.296875,67.296875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008154664549510926,0.1395210442925294
129,10.66793404519558,0.20097456872463226,2.0933918952941895,0.0,0.0,0.0,0.0,1.7559120655059814,0.007473173648240664,0.001,34,8.654594421386719e-05,90.0,90.0,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007851614663377404,0.1381258338496041
130,10.66766557097435,0.20150241255760193,2.0932326316833496,0.0,0.0,0.0,0.0,1.794701099395752,0.00725327278391051,0.001,34,9.34600830078125e-05,67.03125,67.03125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0008171170449350029,0.13674457551110808
131,10.667422354221344,0.20196133852005005,2.093092203140259,0.0,0.0,0.0,0.0,1.7797949314117432,0.007036883099227015,0.001,35,7.343292236328125e-05,66.65625,66.65625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007724377932026982,0.135377129755997
132,10.667184665799141,0.20228274166584015,2.09298038482666,0.0,0.0,0.0,0.0,1.7493858337402344,0.006813679553545155,0.001,35,8.320808410644531e-05,90.453125,90.453125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007639195304363966,0.13402335845843702
133,10.666957274079323,0.20259059965610504,2.0928733348846436,0.0,0.0,0.0,0.0,1.7553720474243164,0.006591317574282821,0.001,35,9.202957153320312e-05,66.453125,66.453125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007546850515063853,0.13268312487385264
134,10.66672670841217,0.2028559446334839,2.0927741527557373,0.0,0.0,0.0,0.0,1.735044002532959,0.006366060863431546,0.001,36,7.224082946777344e-05,86.03125,86.03125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007544413406867533,0.1313562936251141
135,10.66652199625969,0.20308992266654968,2.092686414718628,0.0,0.0,0.0,0.0,1.762347936630249,0.0061426503301392505,0.001,36,7.891654968261719e-05,86.140625,86.140625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007703296677209437,0.13004273068886296
136,10.666317865252495,0.203472301363945,2.09256911277771,0.0,0.0,0.0,0.0,1.723097801208496,0.005923254926092863,0.001,36,8.726119995117188e-05,85.296875,85.296875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007419018633663655,0.12874230338197434
137,10.666147917509079,0.20367547869682312,2.092494487762451,0.0,0.0,0.0,0.0,1.7714240550994873,0.005699250170056983,0.001,36,9.703636169433594e-05,70.15625,70.15625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007745803182478994,0.1274548803481546
138,10.66597506403923,0.20387694239616394,2.0924196243286133,0.0,0.0,0.0,0.0,1.8346962928771973,0.005488170466463407,0.001,37,7.867813110351562e-05,84.5,84.5,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007364744669757783,0.12618033154467306
139,10.665802255272865,0.20409633219242096,2.092341184616089,0.0,0.0,0.0,0.0,1.7004950046539307,0.005278475547462059,0.001,37,8.869171142578125e-05,80.3125,80.3125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007812697649933397,0.12491852822922633
140,10.665665492415428,0.20423494279384613,2.0922861099243164,0.0,0.0,0.0,0.0,1.7086279392242432,0.005068658264245311,0.001,37,9.846687316894531e-05,83.015625,83.015625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007420009386260063,0.12366934294693407
141,10.665536731481552,0.20437797904014587,2.0922317504882812,0.0,0.0,0.0,0.0,1.744697093963623,0.004857070868147325,0.001,38,7.843971252441406e-05,85.71875,85.71875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007558706460986287,0.12243264951746473
142,10.66541051864624,0.2046654224395752,2.092149019241333,0.0,0.0,0.0,0.0,1.7261528968811035,0.004658477427068738,0.001,38,8.511543273925781e-05,83.21875,83.21875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007183196302503347,0.12120832302229008
143,10.66529256105423,0.2047465443611145,2.092109203338623,0.0,0.0,0.0,0.0,1.70408296585083,0.004462513191530481,0.001,38,9.417533874511719e-05,87.125,87.125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007150860497495159,0.11999623979206718
144,10.665174022316933,0.20504523813724518,2.0920257568359375,0.0,0.0,0.0,0.0,1.7268519401550293,0.004276441803865375,0.001,39,7.867813110351562e-05,86.65625,86.65625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006931377801811323,0.11879627739414651
145,10.665071576833725,0.20541247725486755,2.0919318199157715,0.0,0.0,0.0,0.0,1.7242248058319092,0.004089439519183419,0.001,39,8.273124694824219e-05,79.546875,79.546875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006819159991573542,0.11760831462020505
146,10.664970442652702,0.2057536095380783,2.091843366622925,0.0,0.0,0.0,0.0,1.7002499103546143,0.0039126866563329215,0.001,39,8.96453857421875e-05,63.734375,63.734375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0007230435928795487,0.116432231474003
147,10.664879009127617,0.20604602992534637,2.091766595840454,0.0,0.0,0.0,0.0,1.6956992149353027,0.003743346637911472,0.001,39,9.72747802734375e-05,87.265625,87.265625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006890887639019638,0.11526790915926297
148,10.664799600839615,0.2063409388065338,2.091691732406616,0.0,0.0,0.0,0.0,1.7027440071105957,0.003572240351246609,0.001,40,7.843971252441406e-05,93.203125,93.203125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006412210740381852,0.11411523006767034
149,10.664721935987473,0.20664116740226746,2.091616153717041,0.0,0.0,0.0,0.0,1.6977438926696777,0.003414778341123303,0.001,40,8.106231689453125e-05,93.34375,93.34375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006959527783328667,0.11297407776699364
150,10.664646238088608,0.2068253457546234,2.091564178466797,0.0,0.0,0.0,0.0,1.7278740406036377,0.0032636401034066703,0.001,40,8.606910705566406e-05,82.390625,82.390625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006617794395424425,0.11184433698932371
151,10.664584591984749,0.2071058303117752,2.0914957523345947,0.0,0.0,0.0,0.0,1.7922980785369873,0.0031220549400300915,0.001,40,8.893013000488281e-05,65.546875,65.546875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006572262011468411,0.11072589361943047
152,10.664532035589218,0.20724162459373474,2.0914580821990967,0.0,0.0,0.0,0.0,1.7167298793792725,0.002984780082381336,0.001,40,9.393692016601562e-05,87.8125,87.8125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006596503924811258,0.10961863468323617
153,10.664479747414589,0.2075052410364151,2.0913949012756348,0.0,0.0,0.0,0.0,1.7156720161437988,0.002860485310490838,0.001,40,9.965896606445312e-05,93.734375,93.734375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006423626572359353,0.1085224483364038
154,10.664427682757378,0.20762602984905243,2.091360330581665,0.0,0.0,0.0,0.0,1.7223570346832275,0.0027467949138762927,0.001,41,8.177757263183594e-05,90.375,90.375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006314762047259137,0.10743722385303976
155,10.664374724030495,0.2078031450510025,2.0913143157958984,0.0,0.0,0.0,0.0,1.7084810733795166,0.002645020292562327,0.001,41,8.726119995117188e-05,83.640625,83.640625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006281014205887914,0.10636285161450937
156,10.664336830377579,0.20800605416297913,2.09126615524292,0.0,0.0,0.0,0.0,1.7001891136169434,0.0025500444341532143,0.001,41,9.131431579589844e-05,85.3125,85.3125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006414074986241758,0.10529922309836427
157,10.664296209812164,0.20812755823135376,2.091233730316162,0.0,0.0,0.0,0.0,1.6934587955474854,0.0024625558048671343,0.001,41,9.465217590332031e-05,86.53125,86.53125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006260301073780283,0.10424623086738063
158,10.664259478449821,0.20834116637706757,2.091183662414551,0.0,0.0,0.0,0.0,1.730072021484375,0.002387734371340117,0.001,41,9.918212890625e-05,63.96875,63.96875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006113349756924436,0.10320376855870683
159,10.664225667715073,0.2083955705165863,2.0911660194396973,0.0,0.0,0.0,0.0,1.890570878982544,0.002320402227227305,0.001,42,7.963180541992188e-05,82.859375,82.859375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006023720279335976,0.10217173087311976
160,10.664198845624924,0.20851656794548035,2.0911364555358887,0.0,0.0,0.0,0.0,1.8614819049835205,0.002261292710552483,0.001,42,8.130073547363281e-05,85.296875,85.296875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006278616387862712,0.10115001356438856
161,10.664176270365715,0.20866446197032928,2.091102361679077,0.0,0.0,0.0,0.0,1.8086929321289062,0.002210937940549656,0.001,42,8.416175842285156e-05,86.546875,86.546875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005928340583341196,0.10013851342874468
162,10.66415125131607,0.20872169733047485,2.091085910797119,0.0,0.0,0.0,0.0,1.8740339279174805,0.002170660899262401,0.001,42,8.630752563476562e-05,65.125,65.125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005859592306660488,0.09913712829445723
163,10.664124503731728,0.20888926088809967,2.0910470485687256,0.0,0.0,0.0,0.0,1.7496089935302734,0.0021373968374087393,0.001,42,8.940696716308594e-05,83.40625,83.40625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0006001432979246601,0.09814575701151265
164,10.66410531103611,0.20899046957492828,2.0910229682922363,0.0,0.0,0.0,0.0,1.9427547454833984,0.0021102805302496345,0.001,42,9.226799011230469e-05,60.609375,60.609375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005652527953498066,0.09716429944139753
165,10.664086788892746,0.20907685160636902,2.0910019874572754,0.0,0.0,0.0,0.0,1.7935681343078613,0.002089103734557673,0.001,42,9.465217590332031e-05,60.09375,60.09375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005692418513353914,0.09619265644698355
166,10.66407211124897,0.20909316837787628,2.0909957885742188,0.0,0.0,0.0,0.0,1.8696441650390625,0.002071602348069753,0.001,42,9.608268737792969e-05,58.53125,58.53125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005562240426661446,0.09523072988251371
167,10.664061069488525,0.20917510986328125,2.090977191925049,0.0,0.0,0.0,0.0,1.7143380641937256,0.00205678486239953,0.001,42,9.965896606445312e-05,80.15625,80.15625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005678565910784527,0.09427842258368857
168,10.664043322205544,0.20910729467868805,2.090987205505371,0.0,0.0,0.0,0.0,1.6998529434204102,0.0020455658605109174,0.001,43,8.058547973632812e-05,83.53125,83.53125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005597021355060861,0.09333563835785168
169,10.664032906293869,0.20925065875053406,2.090956449508667,0.0,0.0,0.0,0.0,1.715343952178955,0.0020380764287512496,0.001,43,8.153915405273438e-05,78.765625,78.765625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005398036021506414,0.09240228197427316
170,10.664018839597702,0.20926281809806824,2.0909512042999268,0.0,0.0,0.0,0.0,1.7743432521820068,0.0020301097636756023,0.001,43,8.440017700195312e-05,68.375,68.375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005531905393581837,0.09147825915453044
171,10.66400882601738,0.20924565196037292,2.0909526348114014,0.0,0.0,0.0,0.0,1.810209035873413,0.0020229107999876045,0.0005,43,8.440017700195312e-05,59.78125,59.78125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005501467536669224,0.09056347656298513
172,10.664002537727356,0.2092965841293335,2.0909411907196045,0.0,0.0,0.0,0.0,1.7220799922943115,0.00202056560479533,0.0005,43,8.463859558105469e-05,82.09375,82.09375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005398591613629833,0.08965784179735528
173,10.663999915122986,0.20930826663970947,2.0909383296966553,0.0,0.0,0.0,0.0,1.7186450958251953,0.002017858828027617,0.0005,43,8.416175842285156e-05,65.640625,65.640625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005370436806697398,0.08876126337938173
174,10.663994938135147,0.20931997895240784,2.090934991836548,0.0,0.0,0.0,0.0,1.7096328735351562,0.0020150778028679805,0.0005,43,8.511543273925781e-05,86.6875,86.6875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005258391756797209,0.08787365074558791
175,10.663989499211311,0.20938606560230255,2.0909206867218018,0.0,0.0,0.0,0.0,1.691796064376831,0.00201381655559485,0.0005,43,8.559226989746094e-05,88.140625,88.140625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005070313502801582,0.08699491423813203
176,10.6639843583107,0.20945602655410767,2.0909056663513184,0.0,0.0,0.0,0.0,1.69681715965271,0.002012746479077243,0.0005,43,8.535385131835938e-05,111.5,111.5,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004968019406078383,0.08612496509575071
177,10.663984149694443,0.20948800444602966,2.0908992290496826,0.0,0.0,0.0,0.0,1.6963131427764893,0.002010440404739557,0.0005,43,8.559226989746094e-05,85.703125,85.703125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005059394845739007,0.0852637154447932
178,10.663981929421425,0.20945359766483307,2.0909056663513184,0.0,0.0,0.0,0.0,1.706239938735962,0.0020091218941440895,0.0005,43,8.58306884765625e-05,82.921875,82.921875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.000519607326714322,0.08441107829034528
179,10.663976192474365,0.2095348834991455,2.090888261795044,0.0,0.0,0.0,0.0,1.719074010848999,0.002009630494172779,0.0005,43,8.678436279296875e-05,65.046875,65.046875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.00049737170455046,0.08356696750744182
180,10.663979858160019,0.20957431197166443,2.090881109237671,0.0,0.0,0.0,0.0,1.7129387855529785,0.002009194061933414,0.0005,43,8.7738037109375e-05,87.046875,87.046875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005204077536473051,0.08273129783236739
181,10.663974523544312,0.20963215827941895,2.0908684730529785,0.0,0.0,0.0,0.0,1.7251899242401123,0.0020097409988955968,0.0005,43,8.869171142578125e-05,68.203125,68.203125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0005249839968746528,0.08190398485404372
182,10.663970738649368,0.20963314175605774,2.090867519378662,0.0,0.0,0.0,0.0,1.6796119213104248,0.002009952237033384,0.0005,43,8.869171142578125e-05,89.78125,89.78125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004891147860325872,0.08108494500550328
183,10.663967996835709,0.20967569947242737,2.0908584594726562,0.0,0.0,0.0,0.0,1.685049057006836,0.002010829239149234,0.0005,43,8.797645568847656e-05,97.0,97.0,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004610128694912419,0.08027409555544825
184,10.663964092731476,0.2097218632698059,2.090848445892334,0.0,0.0,0.0,0.0,1.6726939678192139,0.0020114055154126886,0.0005,43,8.940696716308594e-05,103.265625,103.265625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004812603775644675,0.07947135459989377
